terrain_id,candidate_id,bin_size,span_start,span_end,bin_count,active_bin_count,quiet_bin_count,distributed_low_count,localized_deformation_count,dense_deformation_count,dominant_localization_class,candidate_type,boundary_note
openstack_loghub_normal2_001,candidate_0001,500,501,2000,3,3,0,3,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
openstack_loghub_normal2_001,candidate_0002,500,2501,4500,4,4,0,4,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
openstack_loghub_normal2_001,candidate_0003,500,5501,7000,3,3,0,3,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
openstack_loghub_normal2_001,candidate_0004,500,7501,8500,2,2,0,2,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
openstack_loghub_normal2_001,candidate_0005,500,9001,9500,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
openstack_loghub_normal2_001,candidate_0006,500,10001,11500,3,3,0,3,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
openstack_loghub_normal2_001,candidate_0007,500,12001,13500,3,3,0,3,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
openstack_loghub_normal2_001,candidate_0008,500,14501,16000,3,3,0,3,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
openstack_loghub_normal2_001,candidate_0009,500,17001,20000,6,6,0,6,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
openstack_loghub_normal2_001,candidate_0010,500,20501,21500,2,2,0,2,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
openstack_loghub_normal2_001,candidate_0011,500,22001,22500,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
openstack_loghub_normal2_001,candidate_0012,500,23001,24500,3,3,0,3,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
openstack_loghub_normal2_001,candidate_0013,500,25001,26500,3,3,0,3,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
openstack_loghub_normal2_001,candidate_0014,500,27001,27500,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
openstack_loghub_normal2_001,candidate_0015,500,28001,29000,2,2,0,2,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
openstack_loghub_normal2_001,candidate_0016,500,30001,32000,4,4,0,4,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
openstack_loghub_normal2_001,candidate_0017,500,32501,35000,5,5,0,5,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
openstack_loghub_normal2_001,candidate_0018,500,35501,38000,5,5,0,5,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
openstack_loghub_normal2_001,candidate_0019,500,39001,40500,3,3,0,3,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
openstack_loghub_normal2_001,candidate_0020,500,41001,42000,2,2,0,2,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
openstack_loghub_normal2_001,candidate_0021,500,42501,43000,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
openstack_loghub_normal2_001,candidate_0022,500,44001,46500,5,5,0,5,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
openstack_loghub_normal2_001,candidate_0023,500,48001,49000,2,2,0,2,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
openstack_loghub_normal2_001,candidate_0024,500,49501,50500,2,2,0,2,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
openstack_loghub_normal2_001,candidate_0025,500,51001,53500,5,5,0,4,1,0,distributed_low,mixed_deformation_candidate,quiet_bins_break_groups
openstack_loghub_normal2_001,candidate_0026,500,54001,56500,5,5,0,5,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
openstack_loghub_normal2_001,candidate_0027,500,57001,57500,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
openstack_loghub_normal2_001,candidate_0028,500,58001,58500,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
openstack_loghub_normal2_001,candidate_0029,500,59501,60000,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
openstack_loghub_normal2_001,candidate_0030,500,60501,61000,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
